id,smiles,mwt,nH,nC,nCl,E_xtb2,H_xtb2,S_xtb2,G_xtb2,dE_xtb2,dH_xtb2,dS_xtb2,dG_xtb2,zpe_xtb2,homo_xtb2,lumo_xtb2,gap_xtb2,Mu_xtb2,alpha_xtb2,xMu_xtb2,yMu_xtb2,zMu_xtb2,rotA_xtb2,rotB_xtb2,rotC_xtb2,E_r2scan,H_r2scan,S_r2scan,G_r2scan,dE_r2scan,dH_r2scan,dS_r2scan,dG_r2scan,zpe_r2scan,homo_r2scan,lumo_r2scan,gap_r2scan,Mu_r2scan,alpha_r2scan,xMu_r2scan,yMu_r2scan,zMu_r2scan,rotA_r2scan,rotB_r2scan,rotC_r2scan,E_d4tzvp,H_d4tzvp,S_d4tzvp,G_d4tzvp,dE_d4tzvp,dH_d4tzvp,dS_d4tzvp,dG_d4tzvp,zpe_d4tzvp,homo_d4tzvp,lumo_d4tzvp,gap_d4tzvp,Mu_d4tzvp,alpha_d4tzvp,xMu_d4tzvp,yMu_d4tzvp,zMu_d4tzvp,rotA_d4tzvp,rotB_d4tzvp,rotC_d4tzvp
4-1219,c1cc(Cl)c2c(c1)cc1c(c2Cl)c(Cl)c2c(c1)ccc(c2)Cl,366.074,8,18,4,-60.842876991261,-60.629263258593,0.000216510846,-60.693815967455,7.485579655359,7.342781774091,0.001306019342,6.953392106569,0.194611960831,-10.0271,-8.6156,1.411442363836,4.569,236.912732,0.477,-1.733,-0.0,0.01660861,0.003765481,0.003101542,-2531.293201986572,-2531.0748465765,0.0002099252,-2531.1374357888,5.879165776456,5.7316247805,0.0014022564,5.3135418994,0.1999462935,-5.0861,-3.5421,1.544,4.7222,311.04566,0.43618,-1.80589,-0.00466,0.016256,0.003721,0.003086,-2532.163887118786,-2531.9455317087004,0.0002099252,-2532.008120921,5.803831701652,5.6562907057,0.0014022564,5.2382078254,0.1999462935,-7.4851,-1.3327,6.1524,5.00928,297.74453,0.47974,-1.91146,-0.00883,0.016256,0.003721,0.003086
4-1134,c1ccc2c(c1)c1c(c3c2cc(Cl)cc3Cl)c(Cl)cc2c1c(Cl)c(cc2)Cl,450.579,9,22,5,-74.495074605531,-74.241156258289,0.000245324264,-74.314299687509,9.088583885272,8.91964455971,0.001589798882,8.445646021895,0.230804194698,-10.5279,-8.2066,2.321279154227,2.24,289.21709,0.395,0.489,-0.618,0.007298842,0.003365505,0.002666613,-3144.491914074653,-3144.2319742552,0.0002354524,-3144.3021743819,7.137748541327,6.9627860188,0.0017077696,6.4536143214,0.2377016058,-5.6514,-3.0252,2.6262,2.29487,352.04515,0.50016,0.46065,-0.59396,0.007255,0.003282,0.002635,-3145.566117442324,-3145.3061776228,0.0002354524,-3145.3763777495,7.057483177138,6.8825206546,0.0017077696,6.3733489581,0.2377016058,-8.2202,-0.6215,7.5987,2.36129,334.52561,0.53628,0.44337,-0.6155,0.007255,0.003282,0.002635
4-1483,Clc1c(Cl)c2c(cc1Cl)c1c(Cl)cc3c4c1c(-c1c(Cl)c(Cl)c(c(c41)c(c3Cl)Cl)Cl)c2Cl,620.788,2,22,10,-93.717612917754,-93.527009881473,0.000290736347,-93.613692923335,8.652875870242,8.542530798881,0.001546032729,8.081581139593,0.161593150897,-10.9507,-9.0377,1.913071848857,1.222,346.88547,-0.154,0.455,-0.011,0.004189195,0.001798975,0.001264003,-5441.169236235008,-5440.9742409232,0.0002774818,-5441.056972133,6.726006059212,6.6112670832,0.0016629954,6.1154447658,0.1670328427,-6.1031,-3.7003,2.4028,0.88692,454.7724,-0.09607,0.33544,0.00257,0.004129,0.001794,0.001263,-5442.410830605341,-5442.2158352935,0.0002774818,-5442.2985665033,6.675875583635,6.5611366081,0.0016629954,6.0653142909,0.1670328427,-8.6521,-1.4447,7.2074,1.07179,422.47566,-0.04429,0.41933,0.00245,0.004129,0.001794,0.001263
2-0411,c1c(Cl)c(Cl)c(c2c1ccc1c2cccc1)Cl,281.569,7,14,3,-47.212461081138,-47.03798787956,0.00018716773,-47.093791938194,5.904357129593,5.786536609135,0.0010227695,5.481597882036,0.159627748103,-10.6498,-7.7472,2.902619616396,3.526,184.802774,-1.164,0.748,-0.099,0.02281915,0.008168861,0.006078453,-1918.130338207086,-1917.9517659537,0.0001809494,-1918.0057160298,4.65643132018,4.5345105981,0.0011001918,4.2064883115,0.1643002313,-5.8291,-2.4264,3.4027,3.15075,212.57503,-1.04847,0.64991,-0.12197,0.022438,0.008052,0.006003,-1918.815106147712,-1918.6365338943,0.0001809494,-1918.6904839704,4.60362957863,4.4817088565,0.0011001918,4.1536865706,0.1643002313,-8.5042,0.0645,8.5687,3.2529,205.79111,-1.07037,0.69006,-0.12617,0.022438,0.008052,0.006003
4-1359,Clc1cc2cc3c(cc2cc1)cc1-c2c4c(-c1c3)ccc(c4cc(c2)Cl)Cl,405.711,11,24,3,-70.705217784247,-70.422100583447,0.00023493184,-70.492145511615,9.890219063308,9.696801940948,0.00167278877,9.198059968003,0.261521193611,-10.1876,-8.1548,2.032791566042,1.268,281.595154,0.458,-0.197,0.0,0.01361414,0.00187469,0.001647787,-2301.568535124328,-2301.2799130506,0.0002281744,-2301.3479432464,7.783380622002,7.5844568062,0.0017946364,7.0493857895,0.2674840142,-5.2647,-3.0007,2.264,1.12609,413.98265,0.41167,-0.16371,2e-05,0.01348,0.001859,0.001634,-2302.637777301882,-2302.3491552282,0.0002281744,-2302.417185424,7.67807304561,7.4791492298,0.0017946364,6.9440782142,0.2674840142,-7.6814,-0.6702,7.0112,1.04613,379.20708,0.3683,-0.18369,1e-05,0.01348,0.001859,0.001634
4-0683,Clc1c(Cl)cc2c(c1Cl)c1c3cc(Cl)c4c(c3c(c(c1cc2Cl)Cl)Cl)c1cc(Cl)c(c(c1c(c4)Cl)Cl)Cl,707.309,5,26,11,-108.374234599203,-108.121898430097,0.000324789488,-108.218734415954,10.473338639462,10.320144662316,0.001907448596,9.751438862182,0.218260628874,-10.9015,-8.7481,2.153418228341,2.34,404.209195,-0.896,0.032,0.211,0.003445786,0.00121865,0.001030669,-6055.55709290134,-6055.2984402434,0.0003090509,-6055.3905837657,8.179190030964,8.0196775526,0.0020497705,7.4085381916,0.2258860662,-5.9501,-3.4617,2.4884,2.58504,536.64689,-0.99709,0.10917,0.16796,0.00339,0.00121,0.001021,-6057.004620946176,-6056.7459682883,0.0003090509,-6056.8381118106,8.111028021738,7.9515155439,0.0020497705,7.3403761834,0.2258860662,-8.5214,-1.1793,7.3421,2.98785,493.63164,-1.14626,0.13682,0.22167,0.00339,0.00121,0.001021
4-1141,Clc1cc(Cl)c2c(c1Cl)c(Cl)c(c1c2c(Cl)c2c(c1Cl)c1c(Cl)c(Cl)ccc1c(c2Cl)Cl)Cl,657.249,3,22,11,-98.752490042959,-98.548874010592,0.000304641886,-98.639702988947,8.81174509655,8.693108085863,0.001631907636,8.206554823217,0.172491148042,-10.7629,-8.8834,1.879488671443,1.888,364.646563,0.618,0.406,0.073,0.004048536,0.001745968,0.001320645,-5901.906355770369,-5901.6979316374,0.0002892567,-5901.7841735344,6.851860620435,6.7284137842,0.0017554361,6.2050302629,0.1785034292,-5.8562,-3.6446,2.2116,1.8857,465.66152,0.58499,0.4548,-0.03637,0.004032,0.001726,0.001296,-5903.195778010554,-5902.9873538776,0.0002892567,-5903.0735957746,6.803487971929,6.6800411362,0.0017554361,6.1566576152,0.1785034292,-8.4547,-1.3377,7.117,2.02029,432.84106,0.6115,0.50498,-0.053,0.004032,0.001726,0.001296
4-0661,Clc1c(Cl)c(Cl)c2-c3c4c(-c2c1Cl)cccc4c(c1c3cc2cc(Cl)cc(c2c1)Cl)Cl,543.491,7,24,7,-86.881986366373,-86.631697077626,0.000274871084,-86.713649891226,9.710818161334,9.550228951027,0.00170046711,9.04323468087,0.22322706101,-10.36,-9.1116,1.248456535314,2.659,331.528372,-0.208,-1.014,-0.151,0.004716119,0.00207001,0.00146444,-4139.858336877043,-4139.6022988598,0.0002631674,-4139.6807622102,7.606295963646,7.4399562042,0.0018272906,6.8951492793,0.2299245639,-5.3887,-3.9476,1.4411,2.39753,454.26455,-0.27869,-0.87924,-0.19741,0.004638,0.002056,0.001461,-4141.070268826221,-4140.814230809,0.0002631674,-4140.8926941594,7.521460720989,7.3551209618,0.0018272906,6.8103140376,0.2299245639,-7.7095,-1.837,5.8725,2.54954,427.37375,-0.39409,-0.8993,-0.20506,0.004638,0.002056,0.001461
1-0046,c1ccc2c(c1)ccc1c2c2c(cc1)ccc1c2cccc1,278.354,14,22,0,-54.253712206154,-53.958547557267,0.000192021385,-54.015798733128,9.29243334102,9.082247713813,0.001558579781,8.617557150944,0.278773349892,-10.0133,-7.2443,2.768963397723,0.137,227.756847,0.0,0.054,0.0,0.01505546,0.009685409,0.006364239,-846.612436437369,-846.3102447661,0.0001853505,-846.3655070102,7.341878917883,7.1246645437,0.0016733125,6.6257662922,0.2864667196,-5.3203,-2.1675,3.1528,0.05568,267.57634,0.0,0.0219,0.0,0.014993,0.009433,0.00624,-847.50701716385,-847.2048254926,0.0001853505,-847.2600877366999,7.234762709864,7.0175483354,0.0016733125,6.5186500853,0.2864667196,-7.8814,0.2812,8.1626,0.09711,260.22488,0.0,0.03821,1e-05,0.014993,0.009433,0.00624
3-1137,c1c2cc3cc4cc(Cl)ccc4cc3cc2c2c(c1)cc1c(c2)cccc1,362.859,15,26,1,-67.900771978059,-67.566232786327,0.000227454593,-67.634048373138,10.890299728568,10.654902728796,0.001835739531,10.107576986226,0.313679069737,-9.8541,-8.013,1.841135835951,2.667,279.865267,1.048,0.061,-0.0,0.02007487,0.002126318,0.00192267,-1459.807374412141,-1459.4658373597,0.0002208253,-1459.5316764198,8.596687569445,8.3542906969,0.0019688781,7.7672695307,0.3212209921,-5.0015,-2.9541,2.0474,2.45965,419.38984,0.96027,0.11955,-4e-05,0.019917,0.002109,0.001907,-1460.8903509462,-1460.5488138938,0.0002208253,-1460.6146529539,8.469517644162,8.2271207714,0.0019688781,7.6400996067,0.3212209921,-7.4093,-0.6536,6.7557,2.42514,386.2532,0.94818,0.10614,-4e-05,0.019917,0.002109,0.001907
3-0724,c1ccc2c(c1)cc1c(c2)c2-c3c(Cl)ccc4c3c(-c2cc1)ccc4,336.821,13,24,1,-62.590249543032,-62.290564310712,0.000212399657,-62.353891268435,9.953335564143,9.743350410263,0.001661512161,9.247970558195,0.280851679613,-9.6998,-8.1426,1.557254777984,1.762,257.198188,-0.611,0.309,0.109,0.01461478,0.004759192,0.003642405,-1382.390729101965,-1382.0843527046,0.000205845,-1382.1457253903,7.839017805175,7.6223396658,0.0017831422,7.0906956704,0.2881502462,-4.8976,-3.0763,1.8213,1.7687,334.8114,-0.61044,0.29854,0.14981,0.014406,0.004694,0.003601,-1383.390878109893,-1383.0845017125,0.000205845,-1383.1458743982,7.725725778101,7.5090476385,0.0017831422,6.9774036444,0.2881502462,-7.3769,-0.8128,6.5641,1.77276,319.50016,-0.59571,0.32947,0.15169,0.014406,0.004694,0.003601
4-0969,Clc1c2c(c(Cl)c(c3c2cc(Cl)c2c3c(Cl)c(c(c2Cl)Cl)Cl)Cl)c2c(c1)c1c(c(c2Cl)Cl)cc(c(c1)Cl)Cl,741.754,4,26,12,-112.400799040525,-112.157095092378,0.000335190066,-112.25703201045,10.410860709759,10.266298953572,0.001913952414,9.695654039992,0.208207572326,-10.7041,-8.9783,1.725830290756,1.875,416.949355,0.441,0.585,-0.084,0.004070459,0.0009052564,0.0008258614,-6515.107145932368,-6514.8575917739,0.0003183772,-6514.9525159409,8.112521459225,7.9621074803,0.002057356,7.3487064983,0.2153988924,-5.7409,-3.6897,2.0512,1.35973,580.4144,0.3789,0.37072,-0.07187,0.004018,0.000895,0.000825,-6516.591758808167,-6516.3422046497,0.0003183772,-6516.4371288167,8.050889921488,7.9004759431,0.002057356,7.2870749615,0.2153988924,-8.2782,-1.4567,6.8215,1.62622,528.11201,0.47338,0.42477,-0.06937,0.004018,0.000895,0.000825
2-0309,c1cc(Cl)c2c3c1ccc1c3c(cc2)ccc1Cl,271.146,8,16,2,-47.484135312768,-47.288222858503,0.000178880234,-47.341556000299,6.678480989518,6.543942273133,0.001120558856,6.209847649457,0.181671169501,-10.1959,-7.9604,2.235461921505,0.0,189.503478,0.0,0.0,-0.0,0.02763969,0.007532947,0.005919611,-1534.791937001927,-1534.5919086338,0.000174855,-1534.6440416383,5.270319543253,5.1316636674,0.0012027868,4.7730526551,0.1861440109,-5.3827,-2.6992,2.6835,0.0,226.50097,-0.0,0.0,0.0,0.027422,0.007438,0.005851,-1535.509750414073,-1535.309722046,0.000174855,-1535.3618550505,5.199927891665,5.0612720158,0.0012027868,4.7026610043,0.1861440109,-7.8355,-0.3968,7.4387,4e-05,220.61047,1e-05,-0.0,0.0,0.027422,0.007438,0.005851
4-0705,c1c(Cl)cc2-c3c(-c2c1)c(Cl)c(c1c3cccc1)Cl,305.591,7,16,3,-51.43769542745,-51.251146842744,0.000198830706,-51.310428217695,6.542998733175,6.417823886349,0.00111751278,6.084637450167,0.1702517888,-10.2403,-8.3187,1.921673377634,1.87,198.740441,0.464,-0.571,-0.0,0.01594647,0.005929209,0.00432215,-1994.263615418697,-1994.0737322686,0.0001943052,-1994.1316643785,5.125276357255,4.9967656994,0.0012002484,4.6389115268,0.1737948217,-5.2602,-3.083,2.1772,1.83315,248.4456,0.52989,-0.48924,-3e-05,0.015806,0.005868,0.004279,-1995.018597229003,-1994.8287140789,0.0001943052,-1994.8866461888,5.061498744355,4.9329880865,0.0012002484,4.5751339146,0.1737948217,-7.8314,-0.5858,7.2456,1.88284,236.88418,0.55,-0.49619,-4e-05,0.015806,0.005868,0.004279
2-0085,c1c(Cl)ccc2c1cc(cc2)Cl,197.064,6,10,2,-33.579494677636,-33.444964651431,0.000154233369,-33.490949330259,4.320584110448,4.228543595083,0.000743110903,4.006985078829,0.123843018507,-10.7648,-7.6924,3.072351198645,1.706,132.152149,-0.0,0.671,-0.0,0.06306182,0.01148526,0.009715758,-1304.958239258427,-1304.8207569009,0.0001511891,-1304.8658339265,3.424461694731,3.3294679857,0.0007989117,3.0912723793,0.1271160285,-5.9799,-2.3944,3.5855,1.75762,145.89615,-1e-05,0.69149,-7e-05,0.062233,0.011373,0.009616,-1305.445202273332,-1305.3077199158,0.0001511891,-1305.3527969414,3.382304552302,3.2873108432,0.0007989117,3.0491152374,0.1271160285,-8.7573,0.1912,8.9485,1.76783,142.86831,-1e-05,0.6955,-7e-05,0.062233,0.011373,0.009616
3-1121,c1ccc2-c3c4c(-c2c1)ccc(c4c1c(c3)ccc2c1cccc2)Cl,336.821,13,24,1,-62.595894243566,-62.295982093138,0.000211473894,-62.359033034643,9.958980264677,9.748768192689,0.001662437924,9.253112324403,0.281185460623,-10.186,-7.886,2.299974711288,1.321,257.219936,-0.229,0.412,0.22,0.01518846,0.004922343,0.003881456,-1382.393304065015,-1382.0866423023,0.0002046133,-1382.1476477469,7.841592768225,7.6246292635,0.0017843739,7.092618027,0.2885861558,-5.4603,-2.8425,2.6178,1.17161,326.82447,-0.22853,0.34206,0.20793,0.014744,0.004876,0.003841,-1383.397114725434,-1383.0904529627,0.0002046133,-1383.1514584073,7.731962393642,7.5149988887,0.0017843739,6.9829876535,0.2885861558,-7.9873,-0.5413,7.446,1.37173,311.54368,-0.34817,0.35369,0.21196,0.014744,0.004876,0.003841
4-0487,Clc1c(Cl)c(Cl)c2c(c1Cl)c(Cl)c1-c3c(-c1c2Cl)c1c(Cl)c(Cl)c(c(c1c1c3cc(Cl)c(c1Cl)Cl)Cl)Cl,750.161,1,24,13,-111.071857533431,-110.872331303881,0.000337243862,-110.972880561481,9.366435102242,9.256608951132,0.001739520708,8.737970851009,0.164053568338,-10.8383,-9.2446,1.59375506285,0.885,403.794571,0.307,0.129,-0.101,0.002731678,0.001227138,0.0008789701,-6897.203882434525,-6896.9997492268,0.0003183653,-6897.0946698372,7.25151190452,7.1370769544,0.0018735635,6.5784736953,0.1701362559,-5.8223,-3.8449,1.9774,0.57191,551.51163,-0.16004,0.07581,-0.1388,0.002697,0.001226,0.000888,-6898.637769644422,-6898.4336364367,0.0003183653,-6898.5285570471,7.20530576575,7.0908708163,0.0018735635,6.5322675573,0.1701362559,-8.3503,-1.5575,6.7928,0.7362,500.15524,-0.21657,0.08097,-0.17444,0.002697,0.001226,0.000888
4-1246,Clc1c(Cl)c(Cl)c2c(c1)c(Cl)c1c(c2Cl)c2c(Cl)ccc(c2c2c1c(Cl)ccc2)Cl,553.914,6,22,8,-86.622769445465,-86.393957357099,0.000274853721,-86.475904994096,8.949151612131,8.805318545445,0.001610982613,8.325004078424,0.201689824929,-10.688,-8.528,2.159947017379,3.772,326.734359,-1.475,-0.162,0.033,0.005083434,0.002552048,0.001882514,-4523.197062690345,-4522.9629155085,0.0002626903,-4523.041236622,6.992732348715,6.8435624637,0.0017312671,6.327384956,0.2080380542,-5.7734,-3.3185,2.4549,3.67651,397.00923,-1.43845,-0.14932,0.02673,0.004979,0.002511,0.001884,-4524.380885957365,-4524.1467387756,0.0002626903,-4524.2250598891,6.930423805458,6.7812539208,0.0017312671,6.2650764137,0.2080380542,-8.4199,-0.9401,7.4798,3.82427,375.16678,-1.49391,-0.17278,0.04544,0.004979,0.002511,0.001884
4-0141,c1c2-c3c(Cl)c(Cl)cc4c3c(-c2cc2c1cc(Cl)c1c2cccc1)ccc4,405.711,11,24,3,-70.707070242805,-70.423429037812,0.00023464576,-70.493388671186,9.892071521866,9.698130395313,0.00167307485,9.199303127574,0.262022881039,-10.3569,-8.2274,2.129553552786,4.166,281.776399,-0.1,1.636,-0.0,0.01015245,0.002811915,0.002202023,-2301.569488457411,-2301.2804179219,0.0002283116,-2301.3484890326,7.784333955085,7.5849616775,0.0017944992,7.0499315757,0.2678281325,-5.5378,-3.0605,2.4773,3.91702,374.92162,-0.12593,1.53589,-0.00014,0.010074,0.002781,0.00218,-2302.644504383094,-2302.3554338476,0.0002283116,-2302.4235049583,7.684800126822,7.4854278492,0.0017944992,6.9503977485,0.2678281325,-8.0878,-0.752,7.3358,4.04583,351.15559,-0.15605,1.58405,-0.00016,0.010074,0.002781,0.00218
4-0533,c1c(Cl)c2c(Cl)c3c(Cl)cc(cc3cc2c2c1cc1cc3ccc(c(c3cc1c2)Cl)Cl)Cl,535.084,10,26,6,-88.13648973469,-87.843105282871,0.000278577555,-87.926163180903,10.680805630074,10.486563370215,0.001869138549,9.929279710561,0.265856900347,-10.2785,-8.559,1.719464125834,2.727,341.554132,-0.965,-0.467,0.029,0.005710918,0.001319273,0.001076135,-3757.677662094104,-3757.3781342737,0.0002682778,-3757.4581213113,8.383367237568,8.1829795969,0.0020059846,7.5848950797,0.2727607926,-5.3757,-3.4008,1.9749,2.78568,509.90811,-1.01996,-0.40034,0.02277,0.005642,0.00131,0.001071,-3758.938609205385,-3758.639081385,0.0002682778,-3758.7190684226,8.281396092147,8.0810084516,0.0020059846,7.4829239354,0.2727607926,-7.8022,-1.1345,6.6677,2.91732,462.48897,-1.0817,-0.38301,0.02333,0.005642,0.00131,0.001071
4-1499,c1cc(Cl)c2c(c1)cc1-c3c(-c1c2Cl)cc1c(c3Cl)ccc(c1Cl)Cl,424.541,7,20,5,-69.141744304322,-68.923359870987,0.000238655443,-68.994514991172,8.108811854665,7.96596432949,0.001407185397,7.54641200223,0.196582458712,-10.6229,-8.1909,2.432023543881,3.627,263.41913,0.706,1.24,-0.0,0.01053548,0.0025913,0.002079762,-3067.038004435872,-3066.8156841435,0.0002324991,-3066.8850037552,6.342814448452,6.1960295311,0.0015100067,5.7458208639,0.2009065904,-5.8173,-3.0731,2.7442,3.6384,361.35462,0.65821,1.27112,-5e-05,0.010434,0.002563,0.002058,-3068.022912512494,-3067.8005922201005,0.0002324991,-3067.8699118318004,6.269959217554,6.1231743003,0.0015100067,5.6729656338,0.2009065904,-8.4835,-0.8025,7.681,3.79184,335.92257,0.66434,1.3357,-5e-05,0.010434,0.002563,0.002058
3-1279,c1ccc2c(c1)cc1c(c2)c2ccc3c(c2c2c1cc(Cl)cc2)cccc3,362.859,15,26,1,-67.903380165618,-67.568014370708,0.000226119233,-67.635431820056,10.892907916127,10.656684313177,0.001837074891,10.108960433144,0.314639891894,-9.968,-7.6826,2.285377265719,2.315,279.81801,0.066,0.907,0.042,0.00724612,0.004695253,0.002926309,-1459.808091490097,-1459.4649672437,0.0002183446,-1459.5300666872,8.597404647401,8.3534205809,0.0019713588,7.7656597981,0.3231297703,-5.1979,-2.5922,2.6057,2.17102,363.80072,0.07014,0.84925,0.05814,0.007151,0.004657,0.002889,-1460.897676632741,-1460.5545523863,0.0002183446,-1460.6196518298,8.476843330703,8.2328592639,0.0019713588,7.6450984826,0.3231297703,-7.667,-0.2189,7.4481,2.19594,346.0716,0.0747,0.85886,0.05624,0.007151,0.004657,0.002889
5-0058,Clc1c(Cl)c2c3c(Cl)c(Cl)c(c(c3c2c2c1c1c(c(c2Cl)Cl)c2c1c(Cl)c(c(c2Cl)Cl)Cl)Cl)Cl,689.678,0,22,12,-101.664967465462,-101.492533893518,0.000323251852,-101.588911433138,8.4221456759,8.329970068876,0.001547326016,7.868634816024,0.139468711176,-10.6818,-9.4446,1.237149651414,0.021,365.997457,0.006,0.002,-0.005,0.004311411,0.001174478,0.0009260209,-6360.17083370575,-6359.9950916843,0.000305318,-6360.0861222547,6.494160324418,6.3986746387,0.0016689828,5.9010671505,0.143941124,-5.5026,-4.07,1.4326,0.00208,515.03904,0.0001,0.00017,-0.00079,0.004292,0.001163,0.000926,-6361.480305546506,-6361.3045635251,0.000305318,-6361.3955940955,6.45079860032,6.3553129153,0.0016689828,5.8577054271,0.143941124,-7.9821,-1.764,6.2181,0.00292,463.43476,0.00011,0.0002,-0.00113,0.004292,0.001163,0.000926
3-0628,c1cc(Cl)c2c(c1)ccc1c2cc2-c3cccc4c3c(-c2c1)ccc4,336.821,13,24,1,-62.598112216351,-62.298140618647,0.000212140383,-62.361390273884,9.961198237462,9.750926718198,0.001661771435,9.255469563644,0.281163754137,-10.0991,-7.764,2.33507743726,1.439,257.142222,0.041,-0.532,-0.189,0.01611128,0.00420712,0.003374366,-1382.398450068724,-1382.0920250749,0.0002064435,-1382.1535762161,7.846738771934,7.6300120361,0.0017825437,7.0985464962,0.2881659895,-5.3148,-2.7102,2.6046,1.31968,335.66547,0.01301,-0.47694,-0.20474,0.015912,0.004146,0.003326,-1383.401933992151,-1383.0955089984,0.0002064435,-1383.1570601396,7.736781660359,7.5200549244,0.0017825437,6.9885893858,0.2881659895,-7.8344,-0.3731,7.4613,1.37315,317.74973,0.10415,-0.48797,-0.20709,0.015912,0.004146,0.003326
3-0155,c1ccc2c(c1)ccc1c2cc2c(c1)c1c(cc2)c(Cl)cc2c1cccc2,362.859,15,26,1,-67.904691783082,-67.569367816321,0.000225658603,-67.636647928711,10.894219533591,10.65803775879,0.001837535521,10.110176541799,0.314652255986,-10.0055,-7.6852,2.320303965093,2.181,279.845762,0.496,-0.687,0.134,0.01270758,0.003269748,0.002651142,-1459.809971791226,-1459.4668949372,0.0002178068,-1459.5318340211,8.59928494853,8.3553482744,0.0019718966,7.767427132,0.3231452789,-5.2245,-2.6403,2.5842,2.02214,368.94312,0.48236,-0.61815,0.13461,0.012595,0.003227,0.002616,-1460.898524817511,-1460.5554479635,0.0002178068,-1460.6203870473998,8.477691515473,8.2337548411,0.0019718966,7.6458337002,0.3231452789,-7.7031,-0.2735,7.4296,1.98665,349.55555,0.4355,-0.63557,0.13142,0.012595,0.003227,0.002616
4-0236,Clc1cc2cc(Cl)c3c(c2cc1Cl)cc1c(c3)cc(c2c1c(Cl)c(Cl)c(c2)Cl)Cl,519.469,7,22,7,-82.605994172351,-82.3683026086,0.000269009399,-82.44850776082,9.021418710042,8.868706167971,0.001599922539,8.391689261834,0.211671241614,-10.7327,-8.4238,2.308921415422,2.198,314.090123,-0.061,0.862,0.044,0.005015443,0.002052499,0.001477257,-4063.672998087247,-4063.4300420272,0.0002582883,-4063.5070506786,7.085389348385,6.9274105852,0.0017187573,6.4149628811,0.217753407,-5.8431,-3.1365,2.7066,1.95839,414.52895,-0.06336,0.7649,0.06747,0.004945,0.002031,0.001466,-4064.817825355927,-4064.5748692959,0.0002582883,-4064.6518779473,7.014639166261,6.8566604033,0.0017187573,6.3442126999,0.217753407,-8.3983,-0.7759,7.6224,2.20033,385.78219,-0.09408,0.85751,0.072,0.004945,0.002031,0.001466
4-1429,c1c2ccc3c(c2c(c2c1cc1c(c2)cccc1Cl)Cl)ccc1c3c(Cl)ccc1,431.749,13,26,3,-75.99157392846,-75.673135009353,0.000245452672,-75.746316723478,10.803016936919,10.583720209772,0.001851550244,10.031680503194,0.295104253566,-9.8857,-8.3119,1.573831512245,1.89,304.214813,0.262,-0.627,-0.303,0.01278733,0.002013545,0.001785917,-2378.94812170352,-2378.6223381091,0.0002364767,-2378.6928436486,8.503991655288,8.2773482407,0.0019870503,7.6849090225,0.3032574499,-4.9901,-3.2569,1.7332,1.89643,427.79171,0.25593,-0.61383,-0.33819,0.012593,0.001983,0.001764,-2380.103375538514,-2379.7775919441,0.0002364767,-2379.8480974836,8.387990311996,8.1613468973,0.0019870503,7.5689076804,0.3032574499,-7.3519,-1.0229,6.329,1.91003,401.47064,0.23706,-0.62509,-0.34314,0.012593,0.001983,0.001764
3-0115,c1ccc2c(c1)c1c(c3c2c2ccccc2cc3)cc2c(c1)cccc2Cl,362.859,15,26,1,-67.903163318408,-67.567683209436,0.00022551797,-67.634921392176,10.892691068917,10.656353151905,0.001837676154,10.108450005264,0.314783381626,-9.9483,-7.6895,2.258796634804,1.861,279.824269,0.188,-0.69,0.156,0.01038841,0.004016165,0.002981757,-1459.807558972692,-1459.4643319681,0.0002181097,-1459.5293613748,8.596872129996,8.3527853053,0.0019715937,7.7649544857,0.3232572891,-5.1959,-2.6207,2.5752,1.71166,359.09355,0.16481,-0.63645,0.14577,0.010226,0.003985,0.002943,-1460.897589607523,-1460.5543626029,0.0002181097,-1460.6193920096,8.476756305485,8.2326694805,0.0019715937,7.6448386624,0.3232572891,-7.6669,-0.2503,7.4166,1.68734,342.5356,0.10855,-0.63757,0.14968,0.010226,0.003985,0.002943
3-0903,c1ccc2c(c1)cc1c3c2-c2ccc(c4c2c3c(cc1)cc4)Cl,310.783,11,22,1,-57.289476428365,-57.024722662932,0.000198514243,-57.083909684622,9.026120720078,8.841624919565,0.001486115269,8.398539651054,0.247920110221,-10.0597,-8.1802,1.87948930152,2.146,234.421076,-0.709,0.459,0.0,0.01546223,0.006082551,0.004365318,-1304.99102536278,-1304.7210872339,0.0001951483,-1304.7792706852,7.098289611896,6.9086078191,0.0015931227,6.4336181345,0.2533333205,-5.303,-3.1511,2.1519,2.08066,295.49189,-0.70403,0.41763,6e-05,0.015395,0.006014,0.004324,-1305.906739004222,-1305.6368008753002,0.0001951483,-1305.6949843266,6.997267642676,6.8075858497,0.0015931227,6.3325961662,0.2533333205,-7.8225,-0.9056,6.9169,2.15051,284.94541,-0.72775,0.43151,3e-05,0.015395,0.006014,0.004324
