id,smiles,mwt,nH,nC,nCl,E_xtb2,H_xtb2,S_xtb2,G_xtb2,dE_xtb2,dH_xtb2,dS_xtb2,dG_xtb2,zpe_xtb2,homo_xtb2,lumo_xtb2,gap_xtb2,Mu_xtb2,alpha_xtb2,xMu_xtb2,yMu_xtb2,zMu_xtb2,rotA_xtb2,rotB_xtb2,rotC_xtb2,E_r2scan,H_r2scan,S_r2scan,G_r2scan,dE_r2scan,dH_r2scan,dS_r2scan,dG_r2scan,zpe_r2scan,homo_r2scan,lumo_r2scan,gap_r2scan,Mu_r2scan,alpha_r2scan,xMu_r2scan,yMu_r2scan,zMu_r2scan,rotA_r2scan,rotB_r2scan,rotC_r2scan,E_d4tzvp,H_d4tzvp,S_d4tzvp,G_d4tzvp,dE_d4tzvp,dH_d4tzvp,dS_d4tzvp,dG_d4tzvp,zpe_d4tzvp,homo_d4tzvp,lumo_d4tzvp,gap_d4tzvp,Mu_d4tzvp,alpha_d4tzvp,xMu_d4tzvp,yMu_d4tzvp,zMu_d4tzvp,rotA_d4tzvp,rotB_d4tzvp,rotC_d4tzvp
4-0176,c1cc2ccc3c(c2c(c1Cl)Cl)c(Cl)cc1-c2c4c(-c31)c(Cl)c(Cl)c(c4c(c(c2Cl)Cl)Cl)Cl,612.381,5,24,9,-94.969545086005,-94.735792915654,0.000292657951,-94.823048883848,9.620292138916,9.476240047005,0.001716489035,8.96446884012,0.204217820796,-10.6473,-9.0488,1.598494423551,2.781,356.890921,0.344,0.883,0.547,0.004696338,0.001589215,0.00123332,-5058.992657458486,-5058.753287953,0.0002788295,-5058.8364209735,7.507173339552,7.3575020918,0.0018454521,6.8072803056,0.2110223181,-5.756,-3.7098,2.0462,2.71867,475.81672,0.25867,0.86519,0.57319,0.004668,0.001566,0.001221,-5060.283272767471,-5060.043903262001,0.0002788295,-5060.127036282501,7.439912737759,7.2902414904,0.0018454521,6.7400197047,0.2110223181,-8.3498,-1.5208,6.829,2.83933,438.21631,0.25217,0.90454,0.605,0.004668,0.001566,0.001221
2-0164,c1c(Cl)c(Cl)c2c(c1Cl)c(Cl)c(cc2Cl)Cl,334.844,2,10,6,-49.7510634887,-49.649764385549,0.000196547591,-49.708365049842,4.135983437412,4.077173845101,0.000768414265,3.848071131668,0.08529852992,-10.8723,-8.5257,2.34662859597,0.064,182.38916,0.0,-0.0,-0.025,0.01286314,0.007887133,0.004905265,-3143.237029794669,-3143.1333090989,0.0001895005,-3143.1898086619,3.236365819901,3.1751337725,0.0008282475,2.9281916407,0.0883077455,-6.0179,-3.1629,2.855,0.1922,204.18243,-0.0,0.0,-0.07562,0.012382,0.007789,0.004974,-3143.868769156372,-3143.7650484606,0.0001895005,-3143.8215480236,3.216767586382,3.1555355392,0.0008282475,2.9085934076,0.0883077455,-8.769,-0.7146,8.0544,0.20836,196.18267,-0.0,-0.0,-0.08198,0.012382,0.007789,0.004974
3-1071,c1c(Cl)cc2-c3c4c(-c2c1)c1c(cc4ccc3)cc2c(c1)cccc2,336.821,13,24,1,-62.59082948935,-62.29148701865,0.000214367721,-62.355400754571,9.953915510461,9.744273118201,0.001659544097,9.249480044331,0.280344476002,-9.7578,-8.3878,1.369996710448,3.112,257.137294,0.85,-0.881,-0.0,0.01143868,0.004278641,0.00311389,-1382.392864256495,-1382.087254129,0.0002084575,-1382.1494057435,7.841152959705,7.6252410902,0.0017805297,7.0943760236,0.2870717281,-4.9171,-3.3729,1.5442,3.07865,349.94586,0.84129,-0.87135,-0.0,0.011334,0.004245,0.003088,-1383.39004641266,-1383.0844362852,0.0002084575,-1383.1465878997,7.724894080868,7.5089822112,0.0017805297,6.9781171459,0.2870717281,-7.2288,-1.1853,6.0435,3.01114,335.77065,0.7947,-0.87855,-0.0,0.011334,0.004245,0.003088
3-0658,c1c(Cl)cc2-c3c(-c2c1)c1ccc2c(c1cc3)cccc2,286.761,11,20,1,-52.936306428308,-52.685158504415,0.000197211941,-52.743957244767,8.259543462751,8.083932447018,0.001381011315,7.672183922569,0.234683277009,-9.9448,-7.7598,2.18493003485,2.654,214.220899,1.039,-0.11,-0.0,0.03818337,0.004063344,0.003672527,-1228.717648767746,-1228.4616489554,0.0001925552,-1228.5190592937,6.489345191398,6.3088807542,0.0014823034,5.8669318764,0.2398797856,-5.0665,-2.6496,2.4169,2.60293,282.59663,1.02011,-0.08976,1e-05,0.037897,0.004015,0.00363,-1229.562110892542,-1229.3061110802,0.0001925552,-1229.3635214185,6.398261446562,6.2177970092,0.0014823034,5.7758481325,0.2398797856,-7.6401,-0.1248,7.5153,2.62272,267.37752,1.02762,-0.0932,2e-05,0.037897,0.004015,0.00363
3-1078,c1ccc2c(c1)ccc1c2cc2c(c1)c1c(c(c2)Cl)ccc2c1cccc2,362.859,15,26,1,-67.904821444982,-67.569490660259,0.000225954732,-67.636859063703,10.894349195491,10.658160602728,0.001837239392,10.110387676791,0.314652135286,-10.001,-7.7009,2.300165996794,2.134,279.848528,0.281,-0.79,0.034,0.01048378,0.003655192,0.002757082,-1459.810042353633,-1459.4669623246,0.0002177955,-1459.5318980442,8.599355510937,8.3554156618,0.0019719079,7.7674911551,0.3231384055,-5.2055,-2.6414,2.5641,1.92341,369.86665,0.22828,-0.72047,0.03763,0.01038,0.003611,0.002722,-1460.898611898918,-1460.5555318699,0.0002177955,-1460.6204675895,8.47777859688,8.2338387475,0.0019719079,7.6459142423,0.3231384055,-7.6984,-0.2843,7.4141,1.94638,350.15211,0.25133,-0.72261,0.03233,0.01038,0.003611,0.002722
3-0352,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1ccccc1cc2Cl,312.799,13,22,1,-58.306511622862,-58.019799613424,0.000207552724,-58.081681458102,9.256190386703,9.054457398945,0.001559952838,8.589357459232,0.268714196017,-9.8052,-8.0138,1.791466715813,1.994,239.898432,-0.143,0.771,0.0,0.01673401,0.004405705,0.003487517,-1306.197410608029,-1305.9044908952,0.0002014651,-1305.96455771,7.310131485775,7.10218907,0.0016741097,6.6030531235,0.2754306502,-4.9445,-2.9741,1.9704,1.87658,324.33719,-0.12675,0.72733,-3e-05,0.016498,0.004374,0.003457,-1307.123644315825,-1306.830724603,0.0002014651,-1306.8907914178,7.204113899599,6.9961714836,0.0016741097,6.4970355384,0.2754306502,-7.3474,-0.6696,6.6778,1.84964,309.00602,-0.0894,0.72218,-2e-05,0.016498,0.004374,0.003457
3-1064,c1ccc2c(c1)cc1c(c2)ccc2c1c1ccccc1cc2Cl,312.799,13,22,1,-58.305153096497,-58.018132003688,0.000205750923,-58.079476641404,9.254831860338,9.052789789209,0.001561754639,8.587152642534,0.269226966826,-9.9592,-7.7746,2.184604799274,2.143,239.871425,0.463,0.694,-0.121,0.01396578,0.005579973,0.004079826,-1306.195167348049,-1305.9013769456,0.0001987853,-1305.9606447845,7.307888225795,7.0990751204,0.0016767895,6.599140198,0.2766543351,-5.1506,-2.7154,2.4352,1.99007,302.40136,0.44426,0.63456,-0.11383,0.013833,0.005503,0.004023,-1307.123122338677,-1306.8293319363,0.0001987853,-1306.8885997751995,7.203591922451,6.9947788169,0.0016767895,6.4948438958,0.2766543351,-7.6271,-0.3451,7.282,1.97522,290.4541,0.41232,0.64899,-0.11264,0.013833,0.005503,0.004023
4-0427,Clc1c(Cl)c(Cl)c2-c3c4c(-c2c1Cl)cc1c(Cl)c(Cl)cc(c1c4c1c(c3Cl)c(Cl)c(c(c1)Cl)Cl)Cl,681.271,3,24,11,-103.066310495904,-102.849050514973,0.000313392565,-102.9424885082,9.538972806765,9.411412904274,0.001729563213,8.8957436311,0.184946823223,-10.9392,-9.0202,1.919084641523,1.391,381.917082,0.379,0.394,0.029,0.00241993,0.001915979,0.001109256,-5978.150926144698,-5977.9283679522,0.0002973189,-5978.0170135926,7.431998820228,7.2991388854,0.0018607863,6.7443451877,0.1915091266,-6.0254,-3.6689,2.3565,1.28984,502.03497,0.21713,0.45832,-0.01745,0.002392,0.001902,0.001105,-5979.513490213426,-5979.290932020899,0.0002973189,-5979.3795776613,7.375578259234,7.2427183249,0.0018607863,6.6879246275,0.1915091266,-8.5973,-1.4244,7.1729,1.56177,463.95651,0.2245,0.57166,-0.01852,0.002392,0.001902,0.001105
3-1044,c1c(Cl)cc2c(c1)c1c2ccc2c1c1c2cccc1,260.723,9,18,1,-47.565262312296,-47.35002907013,0.000186211961,-47.405548166417,7.262057617341,7.112919169815,0.001202728989,6.754325520891,0.200390010455,-10.1337,-7.6176,2.516082100113,2.421,189.510696,0.952,0.011,0.0,0.03773932,0.005216246,0.004582819,-1151.234854893955,-1151.015896377,0.0001824547,-1151.0702952364,5.665526863513,5.5126617998,0.0012916877,5.1275449883,0.2043953905,-5.2435,-2.5701,2.6734,2.23835,257.04322,0.87962,0.04187,2e-05,0.037296,0.005152,0.004527,-1151.992678586488,-1151.7737200695,0.0001824547,-1151.8281189289,5.584510110754,5.4316450469,0.0012916877,5.0465282363,0.2043953905,-7.896,-0.0302,7.8658,2.23184,241.05721,0.87677,0.0475,1e-05,0.037296,0.005152,0.004527
4-1126,Clc1ccc2c(c1Cl)c1c(c3c2c2c(c(c3)Cl)ccc(c2)Cl)c(Cl)c(c2c1c(Cl)c(cc2)Cl)Cl,603.974,8,26,8,-96.237819088783,-95.960446391771,0.000295098996,-96.048430157528,10.604050242117,10.425819737065,0.0018864259,9.863381853814,0.247344140601,-10.7183,-8.531,2.187251882736,1.375,366.369632,0.38,-0.381,0.057,0.00335182,0.00221138,0.001608015,-4676.833488167484,-4676.5493582202,0.0002805116,-4676.6329927504,8.305750105412,8.1207603378,0.0020275744,7.5162387818,0.2552682457,-5.8397,-3.3471,2.4926,1.11433,462.14427,0.22884,-0.37139,0.04358,0.003269,0.002176,0.001609,-4678.174585484093,-4677.8904555368,0.0002805116,-4677.974090067,8.222820446374,8.037830679,0.0020275744,7.4333091238,0.2552682457,-8.4174,-0.9865,7.4309,1.16474,433.8041,0.22641,-0.39322,0.06398,0.003269,0.002176,0.001609
3-0768,c1cc(Cl)c2c(c1)cc1-c3c(-c1c2)c1ccccc1c1c3cccc1,336.821,13,24,1,-62.53604043665,-62.236693873006,0.00021775487,-62.301617487545,9.899126457761,9.689479972557,0.001656156948,9.195696777305,0.279965043891,-9.8482,-7.8389,2.009309301809,2.405,254.217981,-0.648,0.69,-0.0,0.01294934,0.004136262,0.003134913,-1382.33481768305,-1382.0297524106,0.0002120461,-1382.0929739494,7.78310638626,7.5677393718,0.0017769411,7.0379442295,0.2860590697,-5.0496,-2.7357,2.3139,2.68054,343.61903,-0.83038,0.6501,-0.0,0.01284,0.004089,0.003101,-1383.337354396813,-1383.0322891243,0.0002120461,-1383.0955106631,7.672202065021,7.4568350503,0.0017769411,6.9270399093,0.2860590697,-7.4825,-0.3062,7.1763,2.73215,323.10885,-0.8467,0.66218,-0.0,0.01284,0.004089,0.003101
3-0680,c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4cc1c3c(Cl)ccc1,336.821,13,24,1,-62.612717537594,-62.312476556548,0.000210933542,-62.375366392241,9.975803558705,9.765262656099,0.001662978276,9.269445682001,0.281550869089,-9.8103,-7.9031,1.907247536732,1.689,257.248262,-0.095,0.642,0.144,0.01534738,0.004512758,0.003515234,-1382.416228206016,-1382.1094411441,0.0002048949,-1382.1705305624,7.864516909226,7.6474281053,0.0017840923,7.1155008425,0.2886502731,-4.9937,-2.7304,2.2633,1.49524,347.75458,-0.04749,0.5659,0.15348,0.015203,0.004448,0.003469,-1383.416559344293,-1383.1097722824,0.0002048949,-1383.1708617007,7.751407012501,7.5343182084,0.0017840923,7.0023909469,0.2886502731,-7.2996,-0.4933,6.8063,1.55065,332.33271,0.00795,0.58914,0.15818,0.015203,0.004448,0.003469
2-0216,c1c(Cl)c2c(Cl)cc3c4c2c2c1ccc1c2c4c(cc1)cc3,319.19,8,20,2,-56.01272182349,-55.791239419164,0.000190522101,-55.848043583615,8.03388201478,7.883215461854,0.001321729501,7.489141810033,0.205710371177,-10.5251,-7.8792,2.645928438765,3.591,224.060747,1.381,-0.0,0.297,0.01446069,0.007778166,0.005204565,-1687.139769626113,-1686.9130165955,0.0001851269,-1686.9682121783,6.289287818367,6.1333492019,0.0014193397,5.7101729283,0.211625458,-5.8788,-2.7797,3.0991,3.61836,262.52371,1.29845,-7e-05,0.58353,0.014233,0.00771,0.00515,-1688.005892149068,-1687.7791391185,0.0001851269,-1687.8343347013,6.204825795528,6.0488871791,0.0014193397,5.6257109063,0.211625458,-8.6037,-0.4124,8.1913,3.7316,253.37836,1.35773,-7e-05,0.55845,0.014233,0.00771,0.00515
4-0116,c1c(Cl)c(Cl)c2-c3c4c(-c2c1)c(Cl)c1c(c4c(c2c3c(Cl)c(c(c2)Cl)Cl)Cl)ccc(c1)Cl,577.936,6,24,8,-90.933921631716,-90.691669606659,0.000283857198,-90.776301630186,9.673711055652,9.521159109035,0.001708385392,9.011804003144,0.21393945074,-10.6457,-9.0202,1.625493207871,2.851,343.95257,-1.116,-0.106,-0.038,0.003859231,0.002235683,0.001485009,-4599.433993990913,-4599.186244322,0.0002711347,-4599.267083147,7.565231474748,7.4071800636,0.0018362351,6.8597063476,0.2204197223,-5.7544,-3.7866,1.9678,2.49982,458.27286,-0.98036,-0.03643,-0.06932,0.003787,0.002217,0.001478,-4600.687020518013,-4600.4392708491005,0.0002711347,-4600.520109674101,7.490936450541,7.3328850397,0.0018362351,6.7854113243,0.2204197223,-8.2981,-1.6234,6.6747,2.6529,427.64032,-1.04004,-0.06886,-0.05391,0.003787,0.002217,0.001478
4-0763,Clc1c(Cl)c(Cl)c2c(c1Cl)c(Cl)c1c3c2c2c(Cl)c(Cl)c(c(c2c2c3c(c(c1Cl)Cl)c(c(c2)Cl)Cl)Cl)Cl,750.161,1,24,13,-111.150773107434,-110.950443955886,0.000330219501,-111.04889890011,9.445350676245,9.334721603137,0.001746545069,8.813989189638,0.165526194466,-10.8327,-9.2637,1.56898018857,0.573,407.468802,0.182,0.127,0.039,0.002279304,0.001844704,0.00109611,-6897.277422269022,-6897.072467115,0.0003124253,-6897.1656167204,7.325051739017,7.2097948426,0.0018795035,6.6494205785,0.1715486255,-5.8288,-3.9396,1.8892,0.76553,530.55465,0.12133,0.27469,0.02302,0.00225,0.001833,0.0011,-6898.712027019491,-6898.5070718655,0.0003124253,-6898.6002214709,7.279563140819,7.1643062451,0.0018795035,6.6039319811,0.1715486255,-8.2765,-1.7957,6.4808,0.82972,492.61936,0.14698,0.29049,0.02389,0.00225,0.001833,0.0011
3-0037,c1cc2ccc3c4c2c(c1)ccc4cc1c3cc2cc(Cl)ccc2c1,336.821,13,24,1,-62.61690142486,-62.317038501861,0.000211583302,-62.380122063418,9.979987445971,9.769824601412,0.001662328516,9.274201353178,0.281135062069,-9.7478,-8.0721,1.675711844621,2.46,257.24285,-0.844,-0.473,0.0,0.02145335,0.003162457,0.002756168,-1382.423955890106,-1382.117785143,0.0002058168,-1382.1791494346,7.872244593316,7.6557721042,0.0017831704,7.1241197147,0.2879489692,-4.8879,-2.9678,1.9201,2.23497,363.46798,-0.75319,-0.45371,2e-05,0.021218,0.00314,0.002736,-1383.421151205944,-1383.1149804588,0.0002058168,-1383.1763447504002,7.755998874152,7.5395263848,0.0017831704,7.0078739966,0.2879489692,-7.1795,-0.7502,6.4293,2.26922,344.45237,-0.75867,-0.47057,1e-05,0.021218,0.00314,0.002736
4-0066,c1c(Cl)c2-c3c(Cl)cc(c4c3c(-c2c2c1c(Cl)c(Cl)c1c2c(Cl)cc(c1Cl)Cl)c(Cl)c(c4Cl)Cl)Cl,681.271,3,24,11,-103.065973895378,-102.848846563486,0.000311159388,-102.941618734972,9.538636206239,9.411208952787,0.00173179639,8.894873857872,0.184931140748,-10.8674,-9.1831,1.684328256966,1.668,381.871594,0.6,0.113,-0.24,0.003316916,0.001809618,0.001271724,-5978.136991829902,-5977.9149871011,0.0002972508,-5978.0036124198,7.418064505432,7.2857580343,0.0018608544,6.7309440149,0.1908937821,-5.9692,-3.8784,2.0908,1.4113,488.12662,0.50069,-0.01312,-0.23964,0.00325,0.001803,0.00127,-5979.499283461187,-5979.277278732401,0.0002972508,-5979.365904051101,7.361371506995,7.2290650364,0.0018608544,6.6742510173,0.1908937821,-8.6017,-1.6832,6.9185,1.33914,452.82657,0.44162,0.07235,-0.27803,0.00325,0.001803,0.00127
3-1265,c1ccc2c(c1)cc1c3c2ccc2c3c(cc1)c(cc2)Cl,286.761,11,20,1,-53.025160721857,-52.773013516778,0.000191316833,-52.830054630456,8.3483977563,8.171787459381,0.001386906423,7.758281308258,0.236296790124,-9.8983,-7.8999,1.998423175731,2.172,217.285575,-0.722,0.458,0.0,0.02562154,0.005995102,0.004858319,-1228.817807460264,-1228.5603244999,0.000186511,-1228.6159327545,6.589503883916,6.4075562987,0.0014883476,5.9638053372,0.2420523731,-5.0919,-2.7215,2.3704,2.03981,277.27801,-0.67028,0.44129,0.0,0.025392,0.005938,0.004813,-1229.65897723327,-1229.4014942729,0.000186511,-1229.4571025275,6.49512778729,6.3131802019,0.0014883476,5.8694292415,0.2420523731,-7.4518,-0.4576,6.9942,2.06972,268.58041,-0.67817,0.4507,0.0,0.025392,0.005938,0.004813
3-0063,c1ccc2c(c1)c1ccc3c(c1cc2)cc1c(c3)c2c(Cl)cccc2cc1,362.859,15,26,1,-67.903801178203,-67.56842809932,0.000226865621,-67.636068084288,10.893328928712,10.657098041789,0.001836328503,10.109596697376,0.3145365822,-9.9337,-7.6482,2.285450504037,1.565,279.855268,-0.062,-0.587,-0.175,0.0183934,0.00275145,0.002411181,-1459.808347639246,-1459.4655325423,0.0002196133,-1459.5310102526,8.59766079655,8.3539858795,0.0019700901,7.7666033635,0.3226595817,-5.1655,-2.5235,2.642,1.41017,377.76391,-0.08199,-0.51926,-0.17732,0.018153,0.002719,0.002382,-1460.89799543563,-1460.5551803387,0.0002196133,-1460.620658049,8.477162133592,8.2334872163,0.0019700901,7.6461047018,0.3226595817,-7.6252,-0.1487,7.4765,1.45838,356.76209,-0.13528,-0.5274,-0.18096,0.018153,0.002719,0.002382
3-1142,c1ccc2c(c1)c(Cl)cc1c2c2ccccc2c2c1cccc2,312.799,13,22,1,-58.309268900762,-58.021688887995,0.000205987158,-58.083103959241,9.258947664603,9.056346673516,0.001561518404,8.590779960371,0.269727628232,-10.0921,-7.5229,2.569206935839,2.043,239.860071,-0.387,0.651,0.271,0.01188158,0.007053382,0.004644325,-1306.198911027925,-1305.904573892,0.0001992286,-1305.9639739064,7.311631905671,7.1022720668,0.0016763462,6.6024693199,0.277131955,-5.3644,-2.3865,2.9779,1.84931,288.91211,-0.3391,0.59712,0.24042,0.011752,0.006986,0.004571,-1307.131524960467,-1306.8371878245998,0.0001992286,-1306.896587839,7.211994544241,7.0026347052,0.0016763462,6.5028319596,0.277131955,-7.8998,0.0177,7.9175,1.87453,278.97464,-0.35103,0.60315,0.23848,0.011752,0.006986,0.004571
4-1238,Clc1ccc2c3c1cccc3c1c3c2c(Cl)c2c(Cl)c(Cl)cc(c2c3c(c(c1Cl)Cl)Cl)Cl,577.936,6,24,8,-90.9233083749,-90.681300961246,0.000279758759,-90.764711035312,9.663097798836,9.510790463622,0.001712483831,9.00021340827,0.214089523486,-10.4013,-8.8499,1.551434928041,1.708,344.284621,-0.629,-0.071,-0.226,0.003821063,0.002500237,0.001603554,-4599.412268793083,-4599.1645116993,0.0002670016,-4599.244118229,7.543506276917,7.3854474409,0.0018403682,6.8367414296,0.2209058673,-5.4406,-3.6338,1.8068,1.53217,453.91665,-0.55378,0.04136,-0.23446,0.003799,0.002456,0.001597,-4600.666620607049,-4600.4188635132,0.0002670016,-4600.4984700429,7.470536539577,7.3124777038,0.0018403682,6.7637716931,0.2209058673,-7.8776,-1.4343,6.4433,1.39732,421.04779,-0.48437,0.03924,-0.25702,0.003799,0.002456,0.001597
4-1450,c1c(Cl)c2cc3cccc(c3c3-c4c(-c(c1)c23)cc1ccccc1c4)Cl,371.266,12,24,2,-66.642991244101,-66.351515868374,0.000223261231,-66.418081204537,9.917034894187,9.7152595969,0.001667554983,9.218078077611,0.271293611848,-9.9824,-8.3034,1.679069710016,0.738,269.396575,-0.205,-0.068,-0.194,0.008769685,0.004673743,0.003114997,-1841.971534377301,-1841.6735879104,0.0002155318,-1841.7378487256,7.803101477743,7.5948532688,0.0017903672,7.0610551372,0.2784084882,-5.1253,-3.2444,1.8809,0.66992,360.48123,-0.06043,-0.09683,-0.23756,0.008584,0.004623,0.003077,-1843.006109045784,-1842.7081625789,0.0002155318,-1842.7724233941,7.693680751752,7.4854325427,0.0017903672,6.9516344123,0.2784084882,-7.5163,-1.0188,6.4975,0.65446,341.56229,-0.00991,-0.08026,-0.24445,0.008584,0.004623,0.003077
3-0573,c1ccc2c(c1)cc1c(c2)c2ccc3c(c2c2c1ccc(c2)Cl)cccc3,362.859,15,26,1,-67.903384022744,-67.568010268512,0.00022644111,-67.635523685449,10.892911773253,10.656680210981,0.001836753014,10.109052298537,0.314636746289,-9.9949,-7.6872,2.3076923937,2.307,279.820088,-0.543,0.71,0.157,0.008810246,0.004202706,0.002933659,-1459.807966988082,-1459.4648548077,0.0002183152,-1459.5299454926,8.597280145386,8.3533081449,0.0019713882,7.7655386035,0.3231018375,-5.2272,-2.5963,2.6309,2.14808,363.68574,-0.49331,0.66523,0.16829,0.008658,0.004174,0.002896,-1460.89759828088,-1460.5544861005,0.0002183152,-1460.6195767854,8.476764978842,8.2327929781,0.0019713882,7.6450234382,0.3231018375,-7.7048,-0.226,7.4788,2.19372,345.92202,-0.52037,0.66761,0.16848,0.008658,0.004174,0.002896
4-0970,Clc1c(Cl)c(Cl)c2c(c1Cl)cc(c1c2c(Cl)c2c(c1Cl)c1c(Cl)c(Cl)c(c(c1c(c2Cl)Cl)Cl)Cl)Cl,726.139,1,22,13,-106.839595984167,-106.652525997782,0.000325261719,-106.749502779219,8.720766295708,8.618675331003,0.001645096595,8.128189780117,0.153144675803,-10.903,-9.038,1.864963070456,0.753,390.130345,-0.164,-0.237,-0.066,0.00393918,0.001257088,0.001027365,-6821.05490146899,-6820.863398796,0.0003074946,-6820.9550783166,6.76696311352,6.6604377372,0.0017710218,6.1324073081,0.1589733246,-5.9484,-3.7536,2.1948,0.67993,506.96785,-0.14594,-0.22317,-0.02128,0.003933,0.001237,0.001012,-6822.417381647054,-6822.225878974101,0.0003074946,-6822.3175584947,6.730539683947,6.6240143083,0.0017710218,6.0959838793,0.1589733246,-8.543,-1.4627,7.0803,0.80222,467.62521,-0.20328,-0.23746,-0.0436,0.003933,0.001237,0.001012
4-0570,c1ccc2c(c1Cl)c1c(cc2)c2c1c1c3c(Cl)ccc(c3c1c(c2Cl)Cl)Cl,448.563,7,22,5,-73.3590801758,-73.128353442544,0.00024905763,-73.202609974897,8.739554983413,8.589086215077,0.001503189466,8.140910274585,0.207504724267,-10.3012,-8.3501,1.951099482916,3.462,278.490883,1.208,-0.616,-0.125,0.006419222,0.003717801,0.002379031,-3143.160526430315,-3142.9254354786,0.0002409356,-3142.9972704314,6.800904268359,6.6460696526,0.0016149826,6.1645624067,0.2124513537,-5.3164,-3.1737,2.1427,3.51337,372.08942,1.22952,-0.617,-0.13478,0.006357,0.00363,0.002341,-3144.217365551164,-3143.9822745995,0.0002409356,-3144.0541095523004,6.718790340658,6.5639557251,0.0016149826,6.0824484799,0.2124513537,-7.858,-0.7571,7.1009,3.66438,346.24246,1.26634,-0.67447,-0.14076,0.006357,0.00363,0.002341
4-0913,c1c(Cl)cc2c(c1Cl)c1c(Cl)c(Cl)c3c4c1c(c2Cl)cc(c4ccc3)Cl,458.986,6,20,6,-73.259809658129,-73.04916626744,0.000241951365,-73.121304066818,8.137834837447,8.002728354918,0.001420793871,7.57911866119,0.188121356859,-10.4856,-8.7438,1.741803177434,2.013,279.147582,0.738,-0.23,-0.174,0.006026606,0.003915327,0.002496734,-3526.69181185859,-3526.4762569279,0.0002327671,-3526.5456564299,6.379900268402,6.2398807127,0.0015266505,5.7847096701,0.1938144051,-5.5777,-3.491,2.0867,1.90118,357.16966,0.71491,-0.12655,-0.17983,0.005941,0.00387,0.00248,-3527.711120026609,-3527.4955650959,0.0002327671,-3527.5649645979,6.310890769429,6.1708712139,0.0015266505,5.7157001719,0.1938144051,-7.9749,-1.309,6.6659,1.93091,340.32238,0.72258,-0.15318,-0.17748,0.005941,0.00387,0.00248
4-0070,Clc1cc2c(Cl)c(Cl)c3c(c2c(c1Cl)Cl)c(Cl)c(c1c3c(Cl)c(Cl)c2c1c(Cl)c(c(c2Cl)Cl)Cl)Cl,726.139,1,22,13,-106.822597201241,-106.635799634834,0.000325665755,-106.732896879589,8.703767512782,8.601948968055,0.001644692559,8.111583880487,0.152819043698,-10.8653,-8.9569,1.908345128319,0.675,390.144243,0.229,0.109,0.08,0.003812048,0.001308257,0.001037088,-6821.039648803188,-6820.8482223534,0.0003075235,-6820.9399104805,6.751710447718,6.6452612946,0.0017709929,6.117239472,0.1588890738,-5.9283,-3.6131,2.3152,0.57406,507.77285,0.19813,0.06462,0.08704,0.003771,0.001292,0.00104,-6822.401402359391,-6822.2099759096,0.0003075235,-6822.3016640367,6.714560396284,6.6081112438,0.0017709929,6.0800894213,0.1588890738,-8.5754,-1.2493,7.3261,0.67668,467.38971,0.20893,0.12752,0.10469,0.003771,0.001292,0.00104
4-0217,Clc1ccc2-c3c4c(-c2c1Cl)c(Cl)c1c(Cl)c(Cl)c(c(c1c4c(c(c3Cl)Cl)Cl)Cl)Cl,596.766,2,20,10,-89.415033245328,-89.237695832274,0.000283868326,-89.322331173697,7.936888940546,7.835088435652,0.001446494494,7.403816101325,0.149286847523,-10.9747,-9.0724,1.902290813215,1.268,329.760477,-0.447,-0.221,-0.011,0.003653659,0.002521143,0.001569445,-5364.953436371689,-5364.7718557445,0.000269433,-5364.8521871999,6.174638370429,6.0685931181,0.0015576318,5.6041849661,0.1546939276,-6.0968,-3.704,2.3928,1.30846,413.02211,-0.4364,-0.27261,0.01522,0.003623,0.002502,0.001571,-5366.12302264988,-5365.941442022699,0.000269433,-5366.0217734781,6.133689543741,6.0276442919,0.0015576318,5.5632361401,0.1546939276,-8.7558,-1.42,7.3358,1.50046,385.45809,-0.50165,-0.31038,0.0219,0.003623,0.002502,0.001571
3-0751,Clc1ccc2c3c1ccc1c3c3c4c2cccc4ccc3cc1,310.783,11,22,1,-57.339614966532,-57.074095171591,0.000196304281,-57.132623292979,9.076259258245,8.890997428224,0.001488325231,8.447253259411,0.248898969678,-9.9875,-7.7686,2.21890108801,2.151,234.651404,-0.833,0.15,0.0,0.01479102,0.007002414,0.004752479,-1305.045966287632,-1304.7740905233,0.0001902518,-1304.8308140967,7.153230536748,6.9616111085,0.0015980192,6.485161546,0.2558696641,-5.1631,-2.6603,2.5028,1.98187,288.78021,-0.76764,0.13666,0.00047,0.014676,0.006927,0.004706,-1305.962318248516,-1305.6904424841998,0.0001902518,-1305.7471660575998,7.05284688697,6.8612274586,0.0015980192,6.3847778972,0.2558696641,-7.5423,-0.3965,7.1458,2.02168,279.02253,-0.78467,0.13002,0.00042,0.014676,0.006927,0.004706
